date,MSFT_price,AAPL_price,TSLA_price,SNDL_price,NIO_price,F_price,AMC_price,AMD_price,AMZN_price,DIS_price,NFLX_price,LCID_price,NVDA_price,GPRO_price,PLUG_price,SNAP_price,FB_price,AAL_price,HOOD_price,PFE_price,BABA_price,ACB_price,BAC_price,VOO_price,ZOM_price,NOK_price,CCL_price,SPY_price,DAL_price,PLTR_price,OGI_price,SBUX_price,T_price,TWTR_price,TLRY_price,RIVN_price,MRNA_price,COIN_price,GME_price,CGC_price,BB_price,PYPL_price,GOOGL_price,KO_price,ZNGA_price,FCEL_price,GM_price,SPCE_price,UBER_price,GE_price,UAL_price,PSEC_price,NCLH_price,WKHS_price,NAKD_price,RBLX_price,ABNB_price,IDEX_price,SQ_price,BA_price,DKNG_price,CRON_price,DWAC_price,CHPT_price,NKLA_price,JNJ_price,VTI_price,SIRI_price,LUV_price,WMT_price,QQQ_price,GNUS_price,PTON_price,XOM_price,NKE_price,RIOT_price,MRO_price,WISH_price,ARKK_price,OCGN_price,SONY_price,JBLU_price,V_price,SOFI_price,RCL_price,BNGO_price,CPRX_price,RYCEY_price,CLOV_price,ET_price,PENN_price,COST_price,ZM_price,IVR_price,INTC_price,NRZ_price,INO_price,FUBO_price,GSAT_price,TSM_price
2017-01-10,62.62,29.778,45.974,,,12.85,34.15,11.44,795.9,108.38,129.89,,26.618,9.02,1.24,,124.35,48.48,,31.727,96.75,23.184,22.94,207.92,,4.84,54.25,226.46,50.93,,,57.88,40.81,17.37,,,,,24.64,7.412,7.12,41.08,826.01,41.04,2.6,23.4,37.35,,,241.308,73.66,8.47,45.22,5.4,1365.0,,,1.22,14.91,159.07,,,,,,116.16,116.87,4.63,51.34,68.23,122.6,5.19,,85.93,53.11,3.63,17.48,,21.95,92.4,29.53,22.51,81.31,,85.93,,1.14,8.23,,18.74,13.29,161.66,,14.89,36.54,16.09,7.18,,1.6,30.07
2017-01-11,63.19,29.938,,,,12.67,34.3,11.2,799.02,109.44,130.5,,26.29,9.12,1.26,,126.09,48.64,,31.148,96.94,22.68,23.07,208.51,,4.78,54.56,227.1,51.44,,,58.1,40.61,17.3,,,,,24.61,7.355,7.22,41.28,829.86,41.05,2.63,23.4,37.95,,,242.077,75.04,8.58,45.75,5.46,1605.0,,,1.24,14.9,159.4,,,,,,114.73,117.24,4.59,51.68,68.53,122.93,4.91,,86.81,52.69,3.69,17.69,,21.78,91.2,30.44,22.78,81.8,,86.62,,,8.26,,18.83,13.36,161.54,,,36.95,16.12,7.05,,1.53,30.17
2017-01-12,62.61,29.813,45.918,,,12.59,34.0,10.76,813.64,107.53,129.18,,25.86,9.15,1.23,,126.62,48.1,,30.93,95.9,22.608,22.92,208.05,,4.7,53.64,226.53,50.89,,,58.03,41.01,17.38,,,,,24.72,7.34,7.23,41.56,829.53,40.95,2.67,22.8,37.51,,,241.462,74.0,8.59,45.35,5.89,1560.0,,,1.24,14.74,158.29,,,,,,114.62,116.93,4.58,51.01,67.97,122.74,5.18,,86.34,52.4,3.65,17.44,,21.83,99.0,30.87,21.82,81.37,,85.89,,1.18,8.39,,18.8,13.45,161.87,,14.81,36.71,16.02,7.03,,1.43,29.29
2017-01-13,62.7,29.76,47.55,,,12.63,34.25,10.58,817.14,108.06,133.7,,25.858,9.27,1.25,,128.34,47.65,,30.854,96.27,22.908,23.01,208.46,,4.75,53.46,227.05,51.23,,,57.85,40.96,17.25,,,,,22.73,7.39,7.27,41.6,830.94,40.88,2.64,22.8,37.34,,,241.231,74.32,8.63,44.95,5.99,2550.0,,,1.23,14.75,158.83,,,,,,114.6,117.22,4.61,51.15,67.13,123.16,4.945,,86.35,52.92,3.66,17.45,,22.06,103.2,31.02,21.76,81.17,,85.09,,1.24,8.16,,18.6,13.35,161.86,,14.86,36.79,16.03,6.98,,1.52,29.44
2017-01-17,62.53,30.0,47.116,,,12.61,33.9,9.82,809.72,107.97,132.89,,25.278,9.42,1.25,,127.87,46.75,,30.417,96.12,24.0,22.05,207.72,,4.74,53.09,226.25,50.33,,,58.0,41.11,16.96,,,,,23.34,7.643,7.16,41.27,827.46,41.22,2.63,21.6,37.31,,,240.538,73.74,8.64,44.74,5.74,2534.85,,,1.23,14.69,157.67,,,,,,114.87,116.7,4.57,50.24,68.42,122.79,4.98,,87.36,53.65,3.53,17.44,,21.72,102.0,30.86,21.34,81.26,,84.99,,1.23,8.72,,18.54,13.24,163.81,,14.82,36.8,15.93,6.7,,1.45,29.62
2017-01-18,62.5,29.997,47.672,,,12.41,33.8,9.88,807.48,108.16,133.26,,25.737,9.22,1.23,,127.92,47.64,,30.389,96.0,23.16,22.63,208.16,,4.69,53.6,226.75,50.3,,,58.45,40.8,17.11,,,,,23.49,7.38,7.21,41.35,829.02,41.29,2.61,21.0,37.47,,,240.231,74.0,8.64,45.67,5.3,2445.0,,,1.2,14.64,158.32,,,,,,114.7,116.97,4.6,50.38,68.11,123.04,5.0,,86.28,53.27,3.48,17.33,,21.8,98.4,30.71,21.49,81.59,,85.51,,1.22,8.6,,18.0,13.14,164.27,,14.84,36.76,15.9,6.74,,1.41,29.49
2017-01-19,62.3,29.945,48.752,,,12.43,33.9,9.77,809.04,107.28,138.41,,26.29,9.17,1.18,,127.55,47.26,,30.076,96.17,23.136,22.53,207.46,,4.74,53.45,225.91,49.7,,,57.89,41.0,16.79,,,,,23.31,7.3,7.1,41.27,824.37,41.14,2.63,21.0,37.3,,,240.077,74.02,8.58,45.62,4.78,3180.0,,,1.17,14.73,159.0,,,,,,114.2,116.51,4.59,50.07,67.62,122.98,5.05,,84.73,52.93,3.42,17.27,,21.83,91.8,30.4,21.36,81.73,,84.56,,1.2,8.69,,17.71,13.06,163.7,,14.78,36.57,15.88,6.58,,1.37,29.63
2017-01-20,62.74,30.0,48.946,,,12.36,34.3,9.75,808.33,107.66,138.6,,26.003,9.51,1.18,,127.04,48.0,,30.142,96.06,23.28,22.64,208.13,,4.76,53.3,226.74,50.5,,,57.66,41.45,16.58,,,,,23.58,7.566,7.13,41.69,828.17,41.32,2.64,20.4,37.01,,,234.846,75.24,8.64,45.63,4.86,2518.5,,,1.2,14.89,159.53,,,,,,114.15,116.91,,51.09,67.18,123.25,5.11,,85.89,53.2,3.43,17.61,,21.849,91.2,30.5,21.41,81.84,,85.04,,1.19,8.56,,18.02,13.42,164.24,,14.79,36.94,16.0,6.28,,1.38,30.07
2017-01-23,62.96,30.02,49.784,,,12.31,34.1,9.91,817.88,107.12,137.39,,26.272,9.4,1.14,,128.93,46.94,,29.848,98.41,24.24,22.56,207.65,,4.68,53.77,226.15,48.77,,,57.76,42.0,16.61,,,,,23.93,7.819,7.13,41.62,844.43,41.43,2.6,19.8,36.65,,,228.846,72.75,8.68,46.0,4.51,2400.0,,,1.18,14.61,157.84,,,,,,113.91,116.6,4.59,49.94,66.65,123.35,4.92,,84.97,53.24,3.367,17.42,,21.898,88.8,30.43,21.04,82.15,,84.96,,1.18,8.74,,18.25,13.7,163.01,,14.82,36.77,16.1,5.98,,1.44,30.33
2017-01-24,63.52,29.993,50.922,,,12.61,34.3,10.44,822.44,107.9,140.11,,26.833,10.13,1.16,,129.37,47.54,,29.554,101.43,23.64,22.95,208.97,,4.67,54.53,227.6,49.44,,,58.44,41.36,16.52,,,,,23.87,7.72,7.21,41.96,849.53,41.9,2.55,19.2,37.0,,,230.769,73.18,8.68,46.84,3.76,2160.0,,,1.19,14.66,160.55,,,,,,111.76,117.51,4.63,49.65,67.4,124.18,4.76,,85.09,53.45,3.1,17.7,,22.06,90.6,30.49,21.42,83.23,,86.03,,1.15,8.62,,18.62,13.89,163.67,,14.83,37.62,16.16,6.19,,1.48,
2017-01-25,63.68,30.47,50.894,,,12.79,34.15,10.35,836.52,108.04,139.52,,26.948,10.0,1.13,,131.48,47.91,,29.687,104.06,22.2,23.37,210.71,,4.62,55.83,229.57,50.19,,,58.7,41.39,16.73,,,,,24.17,7.733,7.32,41.71,858.45,42.12,2.6,18.0,38.28,,,233.615,73.59,8.69,48.09,3.42,2025.0,,,1.19,14.6,167.36,,,,,,112.8,118.52,4.68,49.46,66.89,125.43,4.39,,85.34,53.86,3.22,17.75,,22.245,92.4,30.79,21.77,83.9,,87.67,,1.15,8.76,,18.92,13.96,164.14,,14.81,37.8,16.21,6.35,,1.45,31.31
2017-01-26,64.27,30.485,50.502,,,12.37,34.25,10.52,839.15,108.06,138.96,,27.413,10.03,1.13,,132.78,49.59,,29.677,102.75,21.756,23.44,210.55,,4.72,56.93,229.33,50.9,,,58.46,41.77,16.81,,,,,24.22,7.621,7.31,41.5,856.98,41.81,2.57,18.6,37.52,,,233.231,75.38,8.75,49.33,3.47,2055.0,,,1.17,14.41,169.12,,,,,,111.84,118.35,4.75,53.92,66.73,125.56,3.85,,85.6,53.65,3.1,17.75,,22.11,92.4,31.12,21.1,83.24,,95.64,,,8.78,,18.96,13.66,164.07,,14.81,37.56,16.25,6.21,,1.42,31.11
2017-01-27,65.78,30.487,50.59,,,12.49,34.0,10.67,835.77,109.3,142.45,,27.942,10.07,1.12,,132.18,46.95,,29.81,102.07,21.72,23.36,210.25,,4.64,56.29,228.97,49.7,,,56.12,42.01,16.57,,,,,24.31,7.578,7.19,40.27,845.03,41.45,2.57,18.6,37.01,,,230.846,74.42,8.69,49.02,3.09,1950.0,,,1.15,14.53,167.7,,,,,,113.38,118.16,4.75,52.7,65.66,125.8,4.351,,85.51,53.19,3.11,17.41,,22.175,91.2,30.52,19.65,83.77,,94.56,,1.11,8.66,,18.56,13.98,162.06,,14.82,37.98,16.27,6.38,,1.66,31.25
2017-01-30,65.13,30.407,50.126,,,12.37,34.15,10.61,830.38,110.94,141.22,,27.505,10.8,1.06,,130.98,44.9,,29.706,101.02,20.88,22.95,208.98,,4.54,55.64,227.55,47.67,,,55.9,41.82,16.94,,,,,24.18,7.472,7.05,39.86,823.83,41.38,2.6,18.0,36.33,,,230.462,71.72,8.58,48.03,3.29,1815.0,,,1.17,14.45,165.57,,,,,,113.13,117.36,4.76,52.35,66.42,124.82,4.9,,84.86,53.08,3.118,16.53,,22.003,94.2,29.44,19.36,83.7,,94.4,,1.09,8.33,,18.02,13.84,163.25,,14.59,37.42,15.66,6.15,,1.68,31.19
2017-01-31,64.65,30.337,50.386,,,12.36,33.75,10.37,823.48,110.65,140.71,,27.295,10.75,1.06,,130.32,44.25,,30.104,101.31,21.0,22.64,208.97,,4.52,55.38,227.53,47.24,,,55.22,42.16,17.62,,,,,24.49,7.607,7.06,39.78,820.19,41.57,2.52,18.0,36.61,,,228.462,70.47,8.42,47.0,3.24,1815.0,,,1.15,14.62,163.42,,,,,,113.25,117.46,4.72,52.31,66.74,124.57,4.829,,83.89,52.9,3.15,16.75,,22.091,95.4,30.27,19.61,82.71,,93.63,,,8.49,,17.95,13.78,163.95,,14.57,36.82,15.15,6.6,,1.58,30.91
2017-02-01,63.58,32.188,49.848,,,,33.0,12.06,832.35,111.3,140.78,,28.487,10.57,1.02,,133.23,44.05,,30.047,101.57,21.24,22.89,209.0,,4.57,55.47,227.62,47.26,,,53.9,42.06,17.24,,,,,24.3,7.693,7.0,39.31,815.24,41.26,2.55,16.8,36.14,,,,71.48,8.52,48.08,3.07,1755.0,,,1.24,14.36,163.97,,,,,,113.23,117.45,4.77,52.73,66.23,125.43,4.963,,82.94,53.02,3.25,16.59,,22.274,102.6,30.24,19.38,82.44,,94.33,,1.15,8.56,,18.09,13.62,161.86,,14.6,36.52,15.51,6.52,,1.5,31.08
2017-02-02,63.17,32.132,50.31,,,12.28,33.05,12.28,839.95,110.61,139.2,,28.847,10.97,0.92,,130.84,44.01,,30.104,100.84,21.24,22.72,209.09,,4.82,55.31,227.77,47.38,,,53.87,41.18,17.78,,,,,24.38,7.798,,39.58,818.26,41.4,2.54,,35.73,,,228.308,72.14,8.56,47.66,2.98,4170.0,,,1.29,14.36,162.26,,,,,,113.57,117.53,4.75,52.86,66.7,125.32,4.784,,83.45,52.8,3.138,16.68,,22.41,113.4,31.94,19.37,82.3,,94.03,,1.16,8.58,,18.51,14.33,168.15,,14.8,36.68,15.75,6.58,,1.49,30.78
2017-02-03,63.68,32.27,50.266,,,12.56,32.9,12.24,810.2,110.3,140.25,,28.595,9.58,0.94,,130.98,44.2,,30.446,100.39,21.12,23.29,210.64,,4.83,55.28,229.34,47.81,,,55.06,41.25,17.61,,,,,24.74,8.07,7.0,39.59,820.13,41.54,2.55,,36.33,,,228.462,73.06,8.67,47.74,2.81,3645.0,,,1.3,14.28,162.4,,,,,,113.64,118.42,4.8,52.88,66.5,125.68,4.8,,83.54,52.36,3.13,17.23,,22.38,100.8,31.66,19.5,86.08,,94.52,,1.15,8.52,,19.05,14.13,168.32,,14.89,36.52,15.78,6.71,,1.57,30.97
2017-02-06,63.64,32.572,51.554,,,12.52,32.65,13.63,807.64,109.57,140.97,,29.327,9.51,0.93,,132.06,45.3,,30.579,100.9,21.324,23.12,210.2,,4.75,55.5,228.93,48.26,,,55.73,41.06,17.93,,,,,24.68,8.886,7.01,39.74,821.62,41.56,2.54,,36.83,,,228.154,73.5,8.74,47.52,2.87,4335.0,,,1.34,14.4,163.98,,,,,,113.4,118.14,4.78,53.07,66.4,125.83,4.8,,83.31,52.8,3.23,16.52,,22.39,97.5,31.94,19.5,85.83,,94.81,,1.13,8.63,,18.54,13.6,167.03,,15.07,36.27,,6.52,,1.55,30.87
2017-02-07,63.43,32.882,51.496,,,12.34,32.5,13.29,812.5,109.0,144.0,,29.782,9.34,0.9,,131.84,45.17,,30.436,100.83,22.2,22.9,210.25,,4.86,55.45,228.94,48.15,,,55.24,41.12,18.26,,,,,24.63,8.732,7.14,40.02,829.23,41.9,2.57,16.8,35.1,,,227.385,71.29,8.62,47.7,2.88,5445.0,,,1.58,14.4,166.5,,,,,,113.48,118.13,4.72,53.04,66.89,126.29,4.75,,82.77,52.81,3.4,16.03,,22.28,99.6,32.11,18.86,85.78,,95.03,,1.13,8.92,,19.05,14.02,167.52,,14.97,36.35,15.78,6.38,,1.45,30.52
2017-02-08,63.34,33.01,52.416,,,12.38,31.05,13.56,819.71,109.0,144.74,,29.653,8.84,0.88,,134.2,45.06,,30.493,103.57,23.04,22.67,210.52,,4.88,55.59,229.24,48.1,,,55.22,41.21,18.72,,,,,24.79,9.05,7.23,40.88,829.88,42.02,2.5,15.6,35.14,,,226.385,71.7,8.76,47.86,2.92,4620.0,,,1.86,14.47,163.81,,,,,,113.4,118.26,4.7,52.92,67.81,126.5,4.82,,81.48,53.88,3.185,15.88,,22.49,106.8,31.83,19.29,85.09,,94.97,,1.12,9.14,,19.25,14.02,168.42,,14.97,36.38,15.66,6.39,,1.4,30.33
2017-02-09,64.06,33.105,53.84,,,12.38,31.0,13.42,821.36,109.49,144.14,,29.095,8.74,0.85,,134.14,46.3,,30.721,103.34,23.4,23.12,211.72,,4.89,56.31,230.6,49.33,,,55.81,41.31,16.41,,,,,25.39,9.186,7.3,40.83,830.06,41.25,2.52,15.0,35.08,,,227.615,72.98,8.92,48.06,2.78,4275.0,,,1.8,14.73,164.28,,,,,,114.08,119.04,4.71,54.52,69.08,126.96,5.1,,81.84,55.31,3.4,16.05,,22.925,105.6,31.8,19.97,85.58,,95.37,,1.14,9.11,,19.15,14.24,170.96,,15.21,35.46,15.8,6.5,,1.38,30.21
2017-02-10,64.0,33.03,53.846,,,12.51,31.35,13.58,827.46,109.26,144.82,,28.405,8.9,1.18,,134.19,46.45,,30.693,102.36,23.376,23.08,212.57,,4.88,56.25,231.51,49.26,,,56.22,41.38,15.58,,,,,25.66,9.48,7.38,40.58,834.85,40.58,2.58,18.0,35.17,,,228.615,72.6,9.1,47.8,2.8,4260.0,,,1.84,14.61,166.23,,,,,,115.24,119.54,4.73,54.71,68.02,127.38,5.06,,82.52,56.22,3.38,16.19,,22.97,105.6,31.77,19.8,85.9,,95.84,,1.13,9.3,,18.84,13.97,172.0,,15.38,35.34,15.9,6.39,,1.35,30.71
2017-02-13,64.72,33.322,56.12,,,12.56,31.35,13.49,836.53,109.65,143.2,,27.095,9.05,1.1,,134.05,47.41,,30.939,103.1,23.736,23.4,213.7,,4.96,56.46,232.77,50.06,,,56.11,40.65,15.81,,,,,25.37,9.921,7.39,41.17,838.96,40.62,2.63,19.8,35.52,,,231.077,73.84,9.19,47.87,2.89,3750.0,,,1.82,14.5,168.03,,,,,,115.88,120.14,4.76,55.73,67.77,128.1,4.7,,83.0,56.09,3.25,16.06,,23.05,106.8,31.68,19.84,86.44,,96.5,,1.11,9.43,,18.58,13.77,171.96,,15.53,35.8,16.08,6.81,,1.44,31.69
2017-02-14,64.57,33.755,56.196,,,12.65,31.4,13.26,836.39,110.33,140.82,,27.195,9.17,1.11,,133.85,46.57,,31.072,101.59,23.52,24.06,214.59,,4.97,56.37,233.7,49.86,,,56.58,40.75,16.52,,,,,25.74,9.129,7.35,41.62,840.03,,2.7,,37.24,,,232.923,73.74,9.3,47.77,2.84,4020.0,,,1.78,14.33,168.5,,,,,,116.36,120.58,4.74,55.31,68.66,128.53,4.633,,82.82,56.45,3.21,16.41,,23.22,103.2,31.63,19.66,86.85,,96.52,,1.14,9.04,,19.38,13.79,173.63,,15.43,35.93,16.33,6.86,,1.46,31.33
2017-02-15,64.53,33.877,55.952,,,12.63,31.5,13.3,842.7,110.18,142.27,,27.25,9.44,1.08,,133.44,47.54,,31.793,101.55,23.52,24.58,215.68,,5.0,56.48,234.92,51.17,,,56.86,41.12,16.74,,,,,25.78,9.26,7.4,41.87,837.32,40.44,2.67,19.8,37.08,,,233.462,75.75,9.38,47.92,2.89,3839.85,,,1.5,14.31,169.3,,,,,,117.2,121.24,4.88,57.29,68.69,129.29,4.56,,83.16,56.64,3.32,16.3,,23.168,106.2,31.57,19.91,87.54,,96.75,,,8.95,,19.36,14.41,175.0,,15.34,36.05,16.25,7.01,,1.46,31.75
2017-02-16,64.52,33.838,53.79,,,12.54,31.25,12.97,844.14,110.71,142.01,,26.813,9.33,1.14,,133.84,46.97,,31.898,100.82,23.76,24.58,215.51,,5.07,56.03,234.72,50.83,,,56.73,41.25,16.35,,,,,25.42,9.63,7.35,42.15,842.17,41.2,2.63,20.16,37.03,,,234.231,75.67,9.44,47.63,3.1,3855.0,,,1.5,13.89,170.81,,,,,,118.08,121.13,4.91,56.34,68.87,129.25,4.509,,82.3,56.29,3.22,16.17,,22.98,103.8,31.3,19.84,87.41,,95.93,,1.12,8.87,,19.12,14.3,175.75,,15.63,36.41,16.24,7.0,,1.41,32.32
2017-02-17,64.62,33.93,54.446,,,12.58,31.2,13.13,845.07,110.06,142.22,,26.808,9.25,1.11,,133.53,46.91,,,100.52,24.12,24.52,215.84,,5.05,55.4,235.09,51.23,,,57.35,41.48,16.62,,,,,25.57,9.63,7.49,41.96,846.55,41.23,2.68,19.2,37.22,,,233.615,75.96,9.44,47.69,3.21,3780.0,,,1.61,14.47,172.71,,,,,,118.86,,4.94,57.32,69.37,129.81,4.6,,81.76,56.75,3.28,16.23,,23.14,104.4,31.34,20.11,87.46,,95.21,,1.15,8.48,,19.06,14.04,175.86,,15.52,36.48,16.18,,,1.42,32.34
2017-02-21,64.49,34.175,55.478,,,12.69,30.85,14.0,856.44,110.01,142.6,,27.767,9.46,1.16,,133.72,46.81,,31.898,102.12,25.176,24.78,217.11,,5.09,55.89,236.49,51.21,,,57.54,41.73,16.42,,,,,26.22,9.726,7.32,42.43,849.27,41.46,2.71,19.56,37.81,,,234.769,75.41,9.48,48.2,3.25,3570.0,,,1.69,14.63,175.56,,,,,,119.66,122.03,5.04,57.86,71.45,130.45,4.4,,81.89,57.36,3.2,16.38,,23.2,105.0,31.23,20.1,87.92,,95.49,,1.13,9.36,,19.05,14.17,176.94,,15.65,36.52,16.51,6.8,,1.45,32.33
2017-02-22,64.36,34.278,54.702,,,12.67,31.35,14.28,855.61,110.12,143.86,,27.69,9.51,1.17,,136.12,46.32,,31.869,104.2,25.416,24.79,217.01,,5.1,55.5,236.28,50.93,,,57.57,41.59,16.08,,,,,26.26,9.49,7.24,42.42,851.36,41.6,2.83,19.2,37.84,,,233.308,75.43,9.48,51.64,3.19,3405.0,,,1.63,15.04,175.36,,,,,,119.52,121.87,5.15,57.91,71.71,130.5,4.3,,80.93,58.24,3.15,15.76,,23.173,102.0,31.31,19.92,87.8,,95.95,,1.12,9.59,,18.92,14.31,176.51,,15.49,36.07,16.67,6.6,,1.43,32.07
2017-02-23,64.62,34.132,51.198,,,12.56,31.35,14.32,852.19,109.73,142.78,,25.122,9.57,1.2,,135.36,46.1,,32.315,102.46,24.6,24.58,217.13,,5.15,55.92,236.44,50.48,,,57.64,41.95,16.03,,,,,25.56,9.35,,42.53,851.0,41.66,2.71,18.36,37.25,,,230.923,74.56,9.53,50.68,3.06,3182.1,,,1.6,17.15,176.86,,,,,,121.7,121.78,5.07,57.26,71.31,130.01,4.32,,81.78,57.39,3.18,15.98,,22.97,100.2,31.24,19.61,88.18,,95.53,,1.1,9.73,,18.98,14.13,175.85,,15.57,36.18,16.66,6.9,,1.36,31.75
2017-02-24,64.62,34.165,51.4,,,12.47,31.4,14.12,845.24,110.32,143.25,,25.365,9.43,1.13,,135.44,46.28,,32.505,102.95,23.88,24.23,217.39,,5.14,56.03,236.74,50.46,,,57.48,42.36,15.98,,,,,26.28,8.91,7.08,43.07,847.81,41.78,2.7,18.36,36.9,,,232.231,75.08,9.38,50.02,3.03,3420.0,,,1.62,17.43,177.44,,,,,,122.73,121.98,5.12,58.54,72.39,130.26,4.335,,81.08,57.86,3.15,15.73,,22.86,99.6,30.93,19.57,88.43,,96.15,,1.1,9.67,,18.87,14.22,177.56,,15.31,36.53,16.68,6.68,,1.38,31.92
2017-02-27,64.23,34.232,49.246,,,12.66,31.45,15.2,848.64,110.23,143.41,,26.103,9.66,1.1,,136.41,46.32,,32.524,103.6,24.06,24.57,217.71,,5.18,56.05,237.11,50.44,,,56.78,41.82,16.06,,,,,26.52,9.41,7.1,42.64,849.67,41.67,2.69,19.2,37.27,,,230.308,75.28,9.38,50.77,3.03,3390.0,,,1.72,17.93,179.43,,,,,,122.4,122.25,5.18,58.43,71.74,130.42,4.278,,81.54,57.69,3.24,15.85,,23.27,101.4,30.77,19.97,88.0,,96.69,,1.13,9.73,,18.96,14.47,177.62,,15.28,36.51,16.77,7.17,,1.44,31.53
2017-02-28,63.98,34.248,49.998,,,12.53,31.35,14.46,845.04,110.09,142.13,,25.37,9.4,1.08,,135.54,46.36,,32.372,102.9,23.04,24.68,217.07,,5.14,55.95,236.47,49.93,,,56.87,41.79,15.77,,,,,24.44,8.906,6.96,42.0,844.93,41.96,2.65,18.6,36.84,,,229.308,74.09,9.37,50.7,2.87,3195.0,,,1.8,17.32,180.23,,,,,,122.21,121.8,5.09,57.8,70.93,130.02,4.26,,81.32,57.16,3.08,16.0,,23.125,100.2,30.96,19.96,87.94,,96.1,,1.13,9.9,,18.84,14.47,177.18,,15.55,36.2,16.87,7.05,,1.37,31.47
2017-03-01,64.94,34.947,50.004,,,12.69,30.4,14.96,853.08,111.04,142.65,,25.698,9.42,1.07,,137.42,47.09,,32.657,104.04,23.268,25.5,220.15,,5.26,56.5,239.78,51.03,,,57.14,42.04,15.79,,,,,24.48,8.91,6.89,42.43,856.75,42.16,2.71,19.8,37.43,,,232.231,75.39,9.39,51.05,3.03,3300.0,,,1.92,17.22,183.91,,,,,,123.86,123.44,5.17,58.88,70.45,131.44,4.3,,83.02,57.95,3.14,16.45,,23.495,100.8,31.53,20.5,88.99,,97.31,,,9.78,,19.05,14.63,177.86,,15.53,35.93,16.88,7.07,,1.43,31.58
2017-03-02,64.01,34.74,50.096,,,12.66,29.75,13.9,848.91,110.59,139.53,,24.75,9.27,,24.48,136.76,45.72,,32.742,103.19,22.608,25.23,218.86,,5.22,56.57,238.27,49.96,,,,42.07,15.79,,,,,24.98,8.83,6.89,42.77,849.85,42.47,2.74,,37.76,,,232.231,73.28,9.34,50.98,3.0,3165.0,,,2.0,16.99,182.99,,,,,,123.63,122.65,5.13,57.57,70.76,130.78,3.91,,83.3,57.8,3.12,16.14,,23.25,102.6,31.41,19.89,88.53,,97.18,,1.17,9.65,,19.11,14.55,177.98,,15.31,35.91,16.88,6.88,,1.43,30.87
2017-03-03,64.25,34.945,50.314,,,12.65,29.4,13.03,849.88,111.24,139.14,,24.608,8.84,1.07,27.09,137.17,46.82,,32.751,103.31,23.04,25.44,218.98,,5.28,55.72,238.42,50.13,,,57.1,42.01,15.75,,,,,25.28,8.799,6.88,43.03,849.08,42.48,2.78,21.0,38.23,,,231.692,75.59,9.44,50.11,2.95,3150.0,,,2.13,16.89,182.18,,,,,,123.79,122.75,5.11,58.86,70.03,131.02,3.95,,82.46,56.7,3.13,16.18,,23.2,102.6,31.56,20.2,88.79,,95.48,,1.17,9.61,,19.28,14.7,170.26,,15.32,35.9,17.0,6.95,,1.45,30.85
2017-03-06,64.27,34.835,50.242,,,12.52,29.3,13.04,846.61,110.67,141.94,,24.417,8.14,1.05,23.77,137.42,45.31,,32.59,102.31,22.908,25.25,218.3,,5.28,55.74,237.71,48.85,,,56.68,41.96,15.56,,,,,24.91,8.769,6.76,42.87,847.27,42.18,,18.96,37.91,,,230.769,73.14,9.37,49.76,2.9,3195.0,,,2.24,16.86,180.93,,,,,,123.71,122.27,5.09,57.56,69.88,130.73,4.04,,82.83,56.77,3.13,16.47,,23.27,100.2,31.18,19.41,88.94,,94.81,,1.13,9.47,,19.41,14.77,166.73,,15.35,35.57,,6.84,,1.41,30.85
2017-03-07,64.4,34.88,49.718,,,12.46,29.45,13.05,846.02,110.86,141.43,,24.685,7.93,1.07,21.44,137.3,44.84,,32.249,102.63,21.36,25.21,217.64,,,55.53,237.0,47.64,,,56.2,41.88,15.18,,,,,24.67,8.142,6.77,42.89,851.15,41.99,2.74,18.0,37.52,,,229.692,72.64,9.38,49.42,2.89,3795.0,,,1.98,16.76,182.02,,,,,,123.83,121.88,5.12,56.83,69.87,130.51,3.91,,82.52,56.55,3.12,16.28,,23.245,100.8,30.85,19.26,89.06,,94.54,,1.12,9.38,,19.26,14.47,167.0,,15.29,35.8,17.0,6.64,,,31.31
2017-03-08,64.99,34.75,49.374,,,12.53,29.55,13.22,850.5,110.84,140.32,,24.64,7.98,1.06,22.81,137.72,44.89,,32.173,103.22,20.16,25.26,217.18,,5.18,55.53,236.56,47.67,,,55.74,41.77,15.24,,,,,25.0,7.76,6.68,42.79,853.64,41.99,2.74,18.0,37.27,,,229.231,73.44,9.18,49.52,2.89,3690.0,,,2.08,16.83,181.74,,,,,,124.1,121.54,5.16,56.68,69.8,130.74,3.77,,81.03,56.51,3.12,14.87,,23.239,104.4,30.74,19.38,88.96,,95.37,,1.12,9.26,,18.81,14.52,166.24,,14.87,35.62,16.81,6.65,,1.41,31.22
2017-03-09,64.73,34.67,48.98,,,12.5,29.55,13.33,853.0,111.03,140.53,,24.635,7.96,0.95,22.71,138.24,43.33,,32.306,103.24,21.36,25.35,217.41,,5.28,56.2,236.86,47.25,,,55.19,41.94,15.22,,,,,25.0,8.168,6.79,42.92,857.84,42.03,2.75,16.8,36.83,,,228.154,72.54,8.84,49.92,2.81,3765.0,,,1.94,17.07,180.57,,,,,,125.95,121.6,5.15,56.36,69.86,130.84,3.77,,81.67,56.36,3.25,16.07,,22.995,108.72,30.82,19.08,89.11,,95.5,,1.11,9.25,,18.54,14.59,165.77,,14.77,35.82,16.66,6.61,,1.42,30.98
