date,MSFT_price,AAPL_price,TSLA_price,SNDL_price,NIO_price,F_price,AMC_price,AMD_price,AMZN_price,DIS_price,NFLX_price,LCID_price,NVDA_price,GPRO_price,PLUG_price,SNAP_price,FB_price,AAL_price,HOOD_price,PFE_price,BABA_price,ACB_price,BAC_price,VOO_price,ZOM_price,NOK_price,CCL_price,SPY_price,DAL_price,PLTR_price,OGI_price,SBUX_price,T_price,TWTR_price,TLRY_price,RIVN_price,MRNA_price,COIN_price,GME_price,CGC_price,BB_price,PYPL_price,GOOGL_price,KO_price,ZNGA_price,FCEL_price,GM_price,SPCE_price,UBER_price,GE_price,UAL_price,PSEC_price,NCLH_price,WKHS_price,NAKD_price,RBLX_price,ABNB_price,IDEX_price,SQ_price,BA_price,DKNG_price,CRON_price,DWAC_price,CHPT_price,NKLA_price,JNJ_price,VTI_price,SIRI_price,LUV_price,WMT_price,QQQ_price,GNUS_price,PTON_price,XOM_price,NKE_price,RIOT_price,MRO_price,WISH_price,ARKK_price,OCGN_price,SONY_price,JBLU_price,V_price,SOFI_price,RCL_price,BNGO_price,CPRX_price,RYCEY_price,CLOV_price,ET_price,PENN_price,COST_price,ZM_price,IVR_price,INTC_price,NRZ_price,INO_price,FUBO_price,GSAT_price,TSM_price
2019-03-11,112.83,44.725,58.184,,6.59,8.61,14.65,22.96,1670.62,114.75,358.86,,40.285,6.25,2.11,9.96,172.07,32.05,,39.374,180.41,95.4,28.94,256.02,0.87,6.14,55.43,278.44,51.12,,,69.68,30.22,30.87,70.0,,20.43,,11.26,46.01,9.26,97.45,1179.26,46.18,5.24,5.04,38.62,10.14,,79.2,82.38,6.59,55.46,0.92,645.0,,,1.59,75.53,400.01,,20.92,,,10.0,138.56,143.06,5.97,51.61,98.48,174.73,2.0,,79.78,85.82,3.55,16.57,,46.42,7.26,46.1,16.51,150.67,,116.88,4.16,2.98,11.74,,15.17,23.27,229.69,,16.04,53.35,16.62,3.52,,0.39,38.64
2019-03-12,113.62,45.228,56.672,,6.39,,14.42,23.49,1673.1,114.73,356.27,,40.63,6.24,2.2,9.88,171.92,30.92,,39.592,180.63,95.52,28.94,256.93,0.882,6.2,55.26,279.49,50.67,,,70.05,30.63,31.16,72.15,,19.26,,11.47,46.76,9.43,97.5,1197.25,46.05,5.21,4.8,38.62,,,78.08,79.85,6.62,55.35,0.905,599.85,,,1.54,76.77,375.41,,21.37,,,10.0,139.18,143.54,6.14,50.4,98.37,175.69,1.96,,80.0,85.43,3.35,16.9,,46.55,7.26,46.31,16.5,151.73,,116.29,4.35,3.03,11.69,,15.22,22.61,232.96,,15.98,53.57,16.66,3.56,,0.4,38.9
2019-03-13,114.5,45.428,57.792,,6.53,8.53,14.43,23.38,1690.81,114.09,361.21,,42.155,6.14,2.38,10.05,173.37,31.84,,39.858,180.7,108.84,29.29,258.68,0.87,6.14,56.09,281.34,51.02,,,70.1,30.28,31.3,71.8,,19.97,,11.58,46.08,9.44,99.31,1199.06,46.22,5.37,4.68,38.8,,,80.16,81.21,6.63,55.08,0.88,603.0,,,1.62,77.85,377.14,,21.14,,,9.99,139.41,144.46,6.09,50.61,99.03,177.01,2.0,,80.71,85.93,3.34,17.32,,46.94,7.32,46.66,16.83,152.47,,117.12,4.33,3.04,11.87,,15.16,22.62,236.38,,16.04,54.37,16.71,3.65,,0.43,39.21
2019-03-14,114.59,45.932,57.992,,6.03,8.41,14.48,22.82,1686.22,114.48,358.82,,41.39,6.14,2.59,11.28,170.17,32.13,,39.08,180.36,107.88,29.46,258.59,0.81,6.22,56.43,281.16,50.94,,,70.74,30.28,31.03,72.29,,20.82,,10.95,45.52,9.36,99.03,1192.53,45.7,5.4,4.44,38.03,10.14,,82.4,81.49,6.61,55.16,0.886,555.0,,,1.64,77.38,373.3,,20.82,,,9.99,138.02,144.34,,51.16,98.22,176.71,1.96,,80.44,86.87,3.4,17.26,,46.64,7.2,46.12,16.71,154.2,,116.45,4.2,2.99,11.98,,15.08,21.86,233.84,,16.13,53.44,16.8,3.62,,0.43,38.82
2019-03-15,115.91,46.53,55.086,,5.71,8.43,14.5,23.29,1712.36,114.96,361.46,,42.452,6.26,2.2,11.16,165.98,31.43,,39.639,180.97,115.32,29.3,259.85,0.785,6.39,56.61,281.31,51.19,,,70.67,30.67,31.22,72.5,,21.82,,11.06,45.89,9.42,100.73,1190.3,45.3,5.37,4.32,38.07,10.13,,79.68,81.69,6.57,55.55,0.862,564.0,,,1.6,76.65,378.99,,21.0,,,9.98,137.6,145.01,6.17,51.37,98.42,178.35,1.9,,80.15,86.8,3.73,17.27,,46.99,7.02,46.25,16.74,155.46,,117.18,5.0,2.98,11.98,,15.06,22.12,233.6,,16.1,54.33,16.82,3.52,,0.44,39.65
2019-03-18,117.57,47.005,53.898,,5.75,8.57,15.0,23.25,1742.15,113.12,363.44,,42.237,6.25,2.4,10.94,160.47,31.38,,39.668,181.83,119.28,29.82,260.78,0.78,6.33,57.35,282.33,50.74,,,70.84,30.8,31.08,72.24,,22.18,,11.07,45.69,9.4,100.27,1188.55,45.41,5.35,4.2,37.98,10.141,,81.6,80.73,6.62,56.16,0.75,562.8,,,1.77,75.23,372.28,,21.69,,,10.0,137.17,145.55,6.06,51.08,99.66,178.45,1.97,,81.08,87.82,3.88,17.39,,46.85,7.14,46.08,16.63,154.96,,118.3,4.85,3.08,12.13,,15.3,22.22,236.59,,16.16,54.1,16.95,3.52,,0.47,39.85
2019-03-19,117.65,46.632,53.494,,5.96,8.7,14.75,26.0,1761.85,110.0,358.78,,43.928,6.26,2.53,10.63,161.57,31.59,,40.133,182.14,119.52,29.65,260.86,0.722,6.35,57.12,282.4,50.96,,,71.38,30.68,31.27,69.79,,20.35,,10.96,46.11,9.36,101.54,1202.46,45.56,5.31,4.08,38.27,10.15,,81.52,81.34,6.62,56.11,0.77,571.05,,,2.04,76.81,373.43,,21.48,,,9.99,138.44,145.52,6.11,50.74,99.85,179.05,1.93,,80.87,87.69,3.99,17.12,,46.98,8.94,45.53,16.62,154.59,,117.44,4.65,3.48,12.19,,15.42,22.2,237.05,,16.18,54.17,16.86,3.6,,0.46,39.76
2019-03-20,117.52,47.04,54.72,,5.85,8.51,14.96,25.7,1797.27,109.99,375.22,,43.6,6.44,2.62,10.94,165.44,30.96,,40.009,181.28,117.72,28.64,259.93,0.72,6.29,56.53,281.55,49.87,,,71.63,30.51,32.57,70.73,,20.0,,10.5,46.87,9.37,102.31,1226.43,45.53,5.33,3.72,37.0,10.14,,81.76,79.83,6.61,55.87,0.795,554.85,,,1.89,75.26,376.16,,21.26,,,10.03,137.29,144.92,6.02,49.7,98.64,179.76,1.98,,81.32,86.69,3.96,17.6,,47.1,8.34,43.28,16.31,153.75,,116.0,4.71,4.02,12.24,,15.48,21.43,236.98,,16.15,53.82,16.73,3.6,,0.45,39.85
2019-03-21,120.22,48.772,54.804,,5.84,8.69,15.42,27.89,1819.26,108.66,377.87,,45.985,6.53,2.54,11.01,166.08,31.45,,40.18,181.5,114.84,28.18,261.43,0.643,6.26,57.26,284.73,50.3,,,72.26,31.06,32.61,70.25,,19.34,,10.55,46.04,9.36,104.15,1236.13,45.51,5.42,4.08,37.35,10.18,,82.16,81.0,6.67,56.5,0.753,510.0,,,1.8,78.53,372.7,,20.54,,,9.99,138.1,146.62,5.98,50.74,99.06,182.57,,,81.79,88.01,3.7,17.69,,48.07,7.62,44.01,16.3,155.8,,117.77,4.43,4.16,12.19,,15.51,21.04,239.54,,16.22,54.64,16.9,3.72,,,41.04
2019-03-22,117.05,47.763,52.906,,5.62,8.54,15.06,26.37,1764.77,108.23,361.01,,44.375,6.44,2.48,10.73,164.34,30.57,,39.706,176.26,108.36,27.01,256.46,0.65,5.88,56.42,279.25,49.76,,,71.96,31.07,33.02,67.16,,19.0,,10.45,44.38,9.02,101.27,1207.65,45.93,5.29,3.72,36.44,10.17,,79.84,79.63,6.61,55.62,0.766,508.8,,,1.8,75.09,362.17,,19.23,,,10.03,136.91,143.56,5.76,49.32,98.28,178.56,1.98,,80.48,82.19,3.45,16.68,,46.05,7.26,42.03,15.93,153.07,,115.58,4.74,4.02,12.0,,15.38,20.19,237.56,,16.09,53.26,16.59,3.62,,0.43,40.43
2019-03-25,117.66,47.185,52.084,,5.35,8.51,15.3,25.97,1774.26,107.79,366.23,,43.445,6.54,2.36,10.72,166.29,30.21,,39.744,178.77,111.0,26.84,256.23,0.57,5.87,56.65,279.04,49.03,,,72.3,30.77,32.59,67.78,,19.4,,10.14,44.23,8.83,101.55,1197.38,46.03,5.31,3.72,36.75,10.17,,79.04,78.12,6.58,55.17,0.765,465.0,,,2.02,74.55,370.46,,20.53,,,10.0,136.61,142.69,5.75,48.69,98.17,178.22,2.0,,79.92,82.33,3.12,16.71,,45.95,7.08,42.15,15.67,153.03,,114.5,4.35,5.24,11.87,,15.3,20.01,236.97,,16.11,52.78,16.66,3.62,,0.42,39.92
2019-03-26,117.91,46.697,53.554,,4.96,8.76,14.94,25.69,1783.76,110.14,359.97,,44.217,6.57,2.4,10.76,167.68,30.21,,40.247,178.08,109.92,27.21,258.08,0.32,5.82,51.71,281.12,49.09,,,72.96,31.39,33.06,66.95,,19.9,,10.35,44.7,8.82,103.15,1189.84,46.64,5.33,3.6,36.87,10.16,,80.8,77.49,6.61,54.48,0.74,404.1,,,1.87,73.93,370.38,,20.24,,,9.99,138.57,143.79,5.7,48.75,98.32,179.05,1.98,,80.96,83.38,3.13,17.11,,46.15,7.02,42.73,15.78,155.3,,113.11,4.11,5.06,11.86,,15.28,19.99,239.07,,16.19,53.44,16.77,3.73,,0.43,40.4
2019-03-27,116.77,47.118,54.966,,4.98,8.62,14.84,24.89,1765.7,110.28,353.37,,44.125,6.59,2.36,10.64,165.87,30.94,,39.867,177.03,105.96,27.03,256.88,0.31,5.82,50.66,279.65,49.97,,,72.74,31.4,32.28,64.85,,19.27,,10.29,42.89,8.76,103.07,1178.01,,5.22,3.48,36.61,10.17,,79.68,78.53,6.6,53.94,0.694,423.0,,,1.96,72.97,374.21,,18.24,,,,138.7,143.13,5.66,49.83,97.21,177.9,2.0,,80.34,83.09,3.16,17.06,,45.65,7.02,42.79,16.14,154.22,,110.99,4.21,5.33,11.91,,15.19,19.72,239.41,,16.11,53.16,16.91,3.62,9.99,0.43,40.2
2019-03-28,116.93,47.18,55.724,,5.01,8.77,14.77,25.06,1773.42,110.71,354.61,,44.313,6.52,2.42,10.79,165.55,30.9,,40.123,177.73,105.96,27.33,257.88,0.334,5.69,50.34,280.71,50.32,,,73.96,31.01,32.87,65.94,,19.66,,10.19,42.37,8.88,103.86,1172.27,46.58,5.26,3.12,37.06,10.19,,79.12,78.6,6.58,54.33,0.626,432.9,,,2.05,74.26,374.44,,18.84,,,,138.88,143.76,5.69,50.45,97.13,178.31,1.99,,80.74,84.04,3.14,16.82,,46.14,7.2,42.4,16.18,154.67,,112.45,4.25,5.07,11.86,,15.22,19.79,241.22,,15.87,53.11,17.0,3.64,,0.42,40.34
2019-03-29,117.94,47.487,55.972,,5.1,8.78,14.85,25.52,1780.75,111.03,356.56,,44.89,6.5,2.4,11.02,166.69,31.76,,40.294,182.45,108.72,27.59,259.54,0.35,5.72,50.72,282.48,51.65,,,74.34,31.36,32.88,65.52,,20.35,,10.16,43.37,10.09,103.84,1176.89,46.86,5.33,3.0,37.1,,,79.92,79.78,6.52,54.96,0.615,472.35,,,1.94,74.92,381.42,,18.43,,,,139.79,144.71,5.67,51.91,97.53,179.66,1.97,,80.8,84.21,3.27,16.71,,46.73,6.96,42.24,16.36,156.19,,114.62,4.36,5.1,11.83,,15.37,20.1,242.14,,15.8,53.7,16.91,3.73,9.99,0.43,40.96
2019-04-01,119.02,47.81,57.836,,5.21,8.98,14.99,26.36,1814.19,112.51,366.96,,45.57,6.56,2.35,11.36,168.7,32.35,,40.645,180.89,110.16,28.54,262.53,0.318,5.77,52.19,285.83,52.18,,,73.96,31.95,33.44,63.01,,20.59,,10.37,42.48,9.62,105.55,1198.98,46.72,5.33,3.24,37.76,10.19,,80.8,80.87,6.55,56.11,0.658,525.15,,,1.9,76.32,391.54,,18.61,,,9.99,138.98,146.39,5.79,52.41,97.82,182.04,2.0,,81.73,85.23,3.54,17.39,,47.43,6.9,42.98,16.61,157.26,,115.61,4.34,4.97,12.12,,15.6,20.45,244.19,,15.95,54.51,17.17,3.69,10.0,0.42,41.37
2019-04-02,119.19,48.505,57.176,,5.39,9.01,14.78,26.75,1813.98,111.96,367.72,,45.75,6.63,2.45,11.22,174.2,32.99,,40.712,181.74,108.84,28.87,262.62,0.297,5.81,52.37,285.97,55.33,,,74.27,31.63,33.75,63.73,,19.7,,10.1,43.15,9.6,105.23,1205.54,46.57,5.41,3.12,37.81,10.205,,81.92,82.77,6.57,56.5,0.66,525.3,,,1.93,75.6,390.75,,18.26,,,10.01,137.71,146.38,5.87,52.71,96.94,182.73,,,81.38,84.37,4.34,17.13,,47.81,6.96,42.17,16.81,157.78,,116.26,4.5,5.1,11.97,,15.5,20.8,240.5,,15.87,54.36,17.17,3.7,7.1,,41.27
2019-04-03,119.97,48.838,58.362,,5.31,9.13,14.61,29.02,1820.7,112.52,369.75,,47.155,6.66,2.45,11.16,173.54,33.71,,40.645,178.32,107.16,28.84,263.11,0.318,5.9,53.19,286.42,57.0,,,74.33,31.87,34.38,63.38,,21.33,,9.63,43.38,9.58,104.69,1210.81,46.18,5.45,3.36,38.39,10.19,,80.8,84.2,6.56,56.76,0.63,500.85,,,1.86,77.05,384.74,,18.16,,,10.02,137.17,146.73,5.92,52.89,97.19,183.78,1.98,,80.9,84.47,4.86,16.93,,48.78,6.9,42.39,16.77,158.46,,116.63,4.47,5.24,12.05,,15.51,20.99,242.48,,15.85,55.48,16.6,3.86,7.5,,41.79
2019-04-04,119.36,48.923,53.556,,5.35,9.24,15.01,29.09,1818.86,114.75,367.88,,47.065,6.67,2.55,11.28,176.02,33.93,,40.55,181.07,107.4,29.15,263.74,0.297,5.9,53.1,287.18,57.22,,,74.35,31.98,34.42,61.09,,23.08,,10.03,,9.31,104.46,1219.45,46.48,5.34,3.48,38.79,10.21,,80.24,84.64,6.58,56.73,0.671,513.45,,,1.85,74.52,395.86,,18.27,,,,135.57,147.04,5.96,53.18,98.11,183.71,2.0,,82.05,85.28,4.2,17.14,,48.13,6.66,42.52,16.6,157.64,,115.87,4.47,5.25,11.99,,15.53,20.88,244.4,,15.95,55.92,16.68,3.89,7.46,0.42,42.04
2019-04-05,119.89,49.25,54.992,,5.36,9.25,14.98,28.98,1837.28,115.0,365.49,,47.737,6.68,2.63,11.84,175.72,34.06,,40.787,185.35,110.04,29.08,265.01,0.352,5.92,53.07,288.57,57.73,,,75.03,32.35,34.72,59.54,,25.96,,9.86,43.24,9.32,105.73,1211.45,46.47,5.35,3.72,38.94,10.2,,80.08,84.91,6.61,57.13,0.622,555.0,,,1.89,75.03,391.93,,18.4,,,10.02,136.18,147.78,5.94,53.25,98.83,184.66,1.93,,82.49,85.4,4.46,17.7,,48.91,6.66,43.07,16.64,157.65,,117.27,4.44,5.6,12.17,,15.74,21.37,245.87,,16.0,55.6,16.69,3.96,7.87,0.41,42.23
2019-04-08,119.93,50.025,54.64,,5.3,9.3,16.31,28.53,1849.86,114.96,361.41,,47.947,6.58,2.77,12.27,174.93,33.88,,40.93,186.5,108.48,29.17,265.24,0.33,5.96,52.51,288.79,57.71,,,75.2,32.39,34.86,56.68,,27.23,,9.94,42.71,9.36,106.57,1208.28,46.55,5.37,3.6,39.06,10.195,,75.92,84.58,6.59,57.29,0.618,538.5,,,1.97,75.0,374.52,,17.56,,,10.01,136.14,147.91,5.98,51.94,99.23,185.13,1.97,,83.0,84.73,4.6,17.6,,48.81,10.38,46.6,16.58,157.75,,118.42,,,11.99,,15.73,21.24,246.52,,16.17,55.68,16.74,4.03,8.5,,42.39
2019-04-09,119.28,49.875,54.462,,5.08,9.21,16.15,27.24,1835.84,116.86,364.71,,47.315,6.66,2.59,12.35,177.58,33.31,,40.645,187.19,105.72,28.89,263.83,0.32,5.86,51.9,287.31,56.95,,,75.12,31.75,35.14,56.42,,26.82,,9.82,41.75,9.31,106.93,1202.69,46.67,5.39,3.36,38.86,10.2,,73.76,84.25,6.57,55.88,0.62,486.0,,,1.98,74.6,369.04,,17.7,,,10.03,135.57,147.02,5.97,51.89,98.69,184.48,1.94,,81.93,84.28,4.43,17.26,,48.3,12.72,46.19,16.34,157.49,,115.32,4.36,5.36,11.76,,15.47,20.69,244.91,,16.04,55.32,16.62,3.93,,0.41,42.21
2019-04-10,120.19,50.155,55.212,,5.05,9.33,16.15,27.83,1847.33,117.16,363.92,,48.025,6.73,2.67,12.02,177.82,34.02,,40.541,186.19,109.2,29.07,264.74,0.33,5.85,52.27,288.29,57.86,,,75.48,31.88,34.75,57.05,,26.8,,9.97,42.21,9.3,107.51,1206.45,46.64,5.47,3.48,39.25,10.19,,73.28,84.52,6.58,56.5,0.601,502.65,,,1.9,74.74,364.94,,18.02,,,,135.58,147.7,5.99,52.62,99.6,185.47,1.92,,81.56,84.88,4.89,17.45,,48.98,10.8,46.08,16.92,158.56,,116.51,4.3,5.4,11.71,,15.43,21.1,245.61,,16.1,55.75,16.61,4.04,7.5,0.42,42.37
2019-04-11,120.33,49.737,53.684,,5.01,9.39,16.12,27.79,1844.07,116.6,367.65,,47.885,6.77,2.67,11.9,177.51,34.81,,40.104,184.98,106.56,29.07,264.69,0.316,5.87,52.47,288.21,58.39,,,75.87,32.2,34.58,53.52,,25.73,,9.76,40.08,9.37,106.46,1209.59,46.71,5.48,3.48,39.33,10.22,,72.96,85.75,6.58,57.48,0.612,462.15,,,1.87,75.5,370.16,,16.85,,,,135.21,147.69,6.05,53.0,100.8,185.03,1.9,,81.95,85.0,4.58,17.19,,48.35,10.26,46.25,17.14,157.86,,118.94,4.33,5.56,11.6,,15.49,21.09,241.24,,16.11,55.8,16.57,4.08,8.0,0.41,42.1
2019-04-12,120.95,49.717,53.54,,4.99,9.45,16.43,27.85,1843.06,130.06,351.14,,47.502,6.75,2.59,11.97,179.1,34.69,,39.573,188.91,106.56,30.17,266.48,0.347,5.94,53.57,290.16,58.05,,,76.65,32.2,34.37,52.91,,24.61,,9.32,42.29,9.27,108.48,1222.73,46.74,5.52,3.36,39.71,10.24,,72.0,85.49,6.62,58.6,0.657,475.8,,,1.9,75.28,379.64,,17.04,,,10.03,135.98,148.68,6.1,53.13,101.56,185.83,1.98,,80.92,86.24,4.61,17.76,,48.46,13.68,46.99,17.04,159.64,,121.94,3.98,5.39,11.85,,15.55,21.22,241.95,,16.08,56.42,16.61,4.1,7.7,0.42,42.58
2019-04-15,121.05,49.807,53.276,,4.75,9.33,16.5,27.33,1844.87,132.04,348.87,,46.175,6.7,2.51,11.85,179.65,33.75,,39.934,183.07,102.12,29.84,266.3,0.32,5.64,53.74,289.97,57.45,,,76.16,32.02,34.71,49.24,,25.84,,8.94,40.73,9.2,108.14,1226.53,47.0,5.46,3.36,39.57,10.23,,71.84,84.52,6.61,58.67,0.626,465.0,,,1.85,74.39,375.46,,15.78,,,10.05,136.52,148.56,5.99,52.29,102.43,185.86,1.99,,80.65,86.83,4.71,17.38,,47.95,12.6,47.31,16.93,160.44,,122.46,3.9,5.53,11.78,,15.41,20.92,246.33,,16.04,56.28,16.56,3.99,7.7,0.41,42.61
2019-04-16,120.77,49.813,54.672,,4.45,9.36,16.59,27.93,1863.04,129.9,359.46,,47.053,6.71,2.59,11.69,178.87,34.03,,38.824,185.78,106.56,29.88,266.49,0.33,5.68,54.8,290.16,58.11,,,75.7,32.25,34.46,50.16,,23.78,,9.08,41.68,9.3,108.2,1231.91,46.95,5.36,,39.66,,,73.12,85.17,6.7,59.56,0.638,460.5,,,1.83,73.49,381.72,,15.79,,,10.02,138.02,148.6,5.96,52.78,102.93,186.5,1.99,,81.2,87.8,4.93,17.47,,48.28,11.52,47.95,16.88,160.23,,124.11,3.86,5.5,11.87,,15.35,21.14,245.34,,16.16,56.71,16.66,3.93,7.46,0.42,43.01
2019-04-17,121.77,50.783,54.246,,4.59,9.5,16.59,27.49,1864.82,131.75,354.74,,46.822,6.43,2.56,11.75,178.78,34.38,,37.837,187.55,107.52,30.03,265.84,0.312,5.82,54.54,289.45,58.43,,,75.12,31.95,34.48,50.68,,23.5,,8.94,42.85,9.21,108.81,1240.14,47.28,5.25,2.64,39.99,10.23,,72.96,89.24,6.69,57.84,0.511,479.7,,,1.87,72.76,377.52,,15.92,,,,138.52,148.05,6.01,52.76,103.16,187.15,1.98,,81.43,88.73,4.9,17.74,,47.05,12.0,47.74,16.98,160.44,,123.24,3.89,5.26,11.99,,15.34,21.29,245.56,,16.12,58.56,16.66,3.72,7.46,0.43,44.39
2019-04-18,123.37,50.965,54.652,,4.79,9.55,16.05,27.68,1861.69,132.45,360.35,,46.575,6.38,2.57,11.67,178.28,34.37,,37.362,186.94,108.0,30.03,266.34,0.34,5.81,53.63,290.02,58.17,,,76.06,32.03,34.4,48.97,,22.51,,8.77,44.56,9.21,107.36,1241.47,47.48,5.44,2.64,40.3,10.27,,74.8,88.28,6.65,56.92,0.56,466.2,,,1.9,70.74,380.07,,15.75,,,10.02,137.52,148.27,6.04,52.18,103.18,187.39,1.99,,81.13,89.2,5.4,17.62,,47.09,11.64,47.86,16.96,160.16,,120.99,4.16,5.31,12.07,,15.28,21.22,245.81,62.0,16.13,58.49,16.71,3.73,7.5,0.42,45.4
2019-04-22,123.76,51.132,52.55,,4.78,9.5,15.26,28.18,1887.31,131.68,377.34,,47.118,6.28,2.5,11.53,181.44,33.48,,36.983,185.38,110.76,30.05,266.6,0.363,5.81,53.07,290.27,57.75,,,75.4,32.08,34.39,51.82,,23.63,,8.65,48.25,9.26,106.81,1253.76,47.4,5.52,2.76,39.5,10.23,,74.56,87.56,6.66,56.6,0.551,451.65,,,1.91,72.58,375.17,,16.86,,,10.04,137.83,148.31,6.12,51.71,102.37,187.92,1.98,,82.9,87.36,5.52,18.78,,47.25,10.92,47.61,16.83,160.4,,120.41,4.17,5.39,11.99,,15.58,21.28,243.42,65.7,16.23,58.82,16.63,3.8,7.21,0.43,45.15
2019-04-23,125.44,51.87,52.78,,4.83,9.5,15.25,27.97,1923.77,133.36,381.89,,47.667,6.36,2.53,11.99,183.78,33.97,,37.4,187.29,108.72,30.07,268.9,0.37,5.8,53.75,292.88,58.24,,,75.99,32.1,39.77,50.26,,24.7,,8.89,47.41,9.2,106.9,1270.59,48.21,5.62,3.12,39.83,10.23,,74.64,87.97,6.73,57.3,0.635,451.65,,,1.88,72.45,374.02,,16.28,,,,139.9,149.8,6.15,52.79,103.07,190.31,,,83.38,87.43,6.02,18.68,,48.43,11.16,48.3,17.55,161.66,,122.48,4.17,5.4,12.0,,15.56,22.03,245.58,69.0,16.27,58.78,,3.86,7.25,0.44,45.42
2019-04-24,125.01,51.79,51.732,,5.0,9.57,15.44,28.46,1901.75,135.1,374.23,,47.792,6.33,2.58,11.26,182.58,33.99,,37.353,185.67,109.32,30.02,268.37,0.361,5.79,53.73,292.23,57.85,,,76.39,30.79,39.29,51.3,,25.76,,9.01,48.37,8.91,107.22,1260.05,47.98,5.58,3.48,39.72,,,74.56,88.03,6.72,56.98,0.699,465.0,,,1.86,71.99,375.46,,16.59,,,,139.2,149.6,5.71,52.93,103.53,189.71,1.99,,81.76,88.39,5.8,18.15,,48.01,10.98,46.46,18.19,161.49,,121.5,4.12,5.39,12.05,,15.41,22.11,247.96,63.2,16.4,58.72,16.87,3.8,,0.5,45.41
2019-04-25,129.15,51.32,49.526,,4.9,9.4,15.3,27.66,1902.25,137.24,368.33,,46.728,6.05,2.53,10.79,193.26,33.41,,37.581,187.88,108.84,30.08,268.27,0.333,5.3,53.83,292.05,56.71,,,77.11,30.34,38.48,51.27,,25.74,,8.95,48.2,9.05,110.22,1267.34,47.84,5.46,3.0,39.11,10.25,,72.96,86.86,6.7,56.8,0.74,444.45,,,1.82,72.65,382.8,,16.52,,,,139.65,149.35,5.73,53.35,103.52,190.48,1.99,,82.22,87.56,5.89,17.93,,47.58,10.68,46.66,18.03,161.02,,120.76,4.03,6.0,12.09,,15.26,21.87,245.6,65.0,16.28,57.61,16.72,3.84,7.25,0.51,44.48
2019-04-26,129.89,51.075,47.028,,,10.41,15.4,27.88,1950.63,139.92,374.85,,44.522,6.07,2.52,10.91,191.49,33.06,,37.922,187.09,108.48,30.35,269.5,0.33,5.36,54.42,293.41,57.11,,,77.45,30.68,38.67,53.15,,26.26,,8.89,49.91,9.19,110.56,1277.42,48.26,5.51,2.88,39.68,10.25,,76.56,87.94,6.76,57.27,0.87,426.45,,,1.84,71.55,380.79,,17.16,,,,140.39,150.16,5.78,52.98,101.53,190.65,1.94,,80.49,88.31,5.23,17.38,,47.69,10.26,50.24,18.12,162.93,,121.16,4.18,5.71,11.98,,15.2,22.11,243.82,66.22,16.39,52.43,16.83,3.92,7.15,0.5,43.94
2019-04-29,129.77,51.153,48.294,,4.98,10.32,15.5,27.69,1938.43,139.3,371.83,,44.833,5.98,2.53,11.22,194.78,33.77,,37.562,186.94,108.72,30.77,269.84,0.348,5.32,54.43,293.87,57.73,,,76.91,30.88,39.78,52.73,,25.14,,8.76,52.03,9.29,112.44,1296.2,48.42,5.53,2.64,40.01,10.24,,77.84,89.61,6.73,57.08,0.825,432.3,,,1.85,72.72,379.05,,17.01,,,10.04,139.84,150.38,5.87,53.83,101.56,191.02,,,79.97,88.26,5.18,17.15,,47.79,11.4,50.25,18.25,164.15,,122.28,4.03,5.78,12.05,,15.25,22.02,244.28,68.17,16.32,51.11,16.75,3.82,6.6,0.51,43.83
2019-04-30,130.6,50.167,47.738,,4.85,10.45,15.16,27.63,1926.52,136.97,370.54,,45.25,5.91,2.49,11.14,193.4,34.18,,38.529,185.57,108.96,30.58,270.01,0.421,5.28,54.86,294.02,58.29,,,77.68,30.96,39.91,51.33,,26.03,,8.65,50.52,9.18,112.77,1198.96,49.06,5.66,3.12,38.95,10.23,,81.36,88.86,6.75,56.39,0.83,460.35,,,1.5,72.82,377.69,,17.16,,,10.05,141.2,150.39,5.81,54.23,102.84,189.54,1.98,,80.28,87.83,5.27,17.04,,47.22,11.34,50.37,18.55,164.43,,120.94,4.12,5.74,12.11,,15.12,21.67,245.53,72.47,16.32,51.04,16.81,3.76,6.02,0.53,43.82
2019-05-01,127.88,52.63,46.802,,4.68,10.3,14.71,26.81,1911.52,136.38,378.81,,45.118,5.86,2.51,11.2,193.03,33.91,,38.681,189.31,108.0,30.26,268.04,0.388,5.22,55.82,291.81,57.18,,,77.52,30.79,39.29,51.95,,26.4,,8.51,50.68,9.07,110.94,1173.32,48.59,5.51,2.88,38.75,10.27,,80.8,87.94,6.72,58.0,0.88,428.25,,,1.42,73.62,376.8,,17.06,,,10.02,141.95,149.27,5.88,53.9,101.36,188.93,1.95,,78.67,85.9,4.71,16.53,,46.78,11.28,51.36,18.63,162.79,,129.03,4.03,5.67,12.02,,15.16,21.04,241.59,72.76,16.35,50.76,16.79,3.68,6.48,0.53,43.82
